episode,step,action,reward,total_reward,active_incidents,new_incidents,resolved_incidents,resources
3,19,DEPLOY_TEAM,-1.75,-33.25,0,0,0,100.0
3,20,DEPLOY_TEAM,-1.75,-35.0,0,0,0,100.0
3,21,DEPLOY_TEAM,-1.75,-36.75,0,0,0,100.0
3,22,DEPLOY_TEAM,-1.75,-38.5,0,0,0,100.0
3,23,DEPLOY_TEAM,-1.75,-40.25,0,0,0,100.0
3,24,DEPLOY_TEAM,-1.75,-42.0,0,0,0,100.0
3,25,DEPLOY_TEAM,-1.75,-43.75,0,0,0,100.0
3,26,DEPLOY_TEAM,-1.75,-45.5,0,0,0,100.0
3,27,DEPLOY_TEAM,-1.75,-47.25,0,0,0,100.0
3,28,DEPLOY_TEAM,-1.75,-49.0,0,0,0,100.0
3,29,DEPLOY_TEAM,-1.75,-50.75,0,0,0,100.0
3,30,DEPLOY_TEAM,-1.75,-52.5,0,0,0,100.0
3,31,DEPLOY_TEAM,-1.75,-54.25,0,0,0,100.0
3,32,DEPLOY_TEAM,-1.75,-56.0,0,0,0,100.0
3,33,DEPLOY_TEAM,-1.75,-57.75,0,0,0,100.0
3,34,DEPLOY_TEAM,-1.75,-59.5,0,0,0,100.0
3,35,DEPLOY_TEAM,-1.75,-61.25,0,0,0,100.0
3,36,DEPLOY_TEAM,-1.75,-63.0,0,0,0,100.0
3,37,DEPLOY_TEAM,-1.75,-64.75,0,0,0,100.0
3,38,DEPLOY_TEAM,-1.75,-66.5,0,0,0,100.0
3,39,DEPLOY_TEAM,-1.75,-68.25,0,0,0,100.0
3,40,DEPLOY_TEAM,-1.75,-70.0,0,0,0,100.0
3,41,DEPLOY_TEAM,-1.75,-71.75,0,0,0,100.0
3,42,DEPLOY_TEAM,-1.75,-73.5,0,0,0,100.0
3,43,DEPLOY_TEAM,-1.75,-75.25,0,0,0,100.0
3,44,DEPLOY_TEAM,-1.75,-77.0,0,0,0,100.0
3,45,DEPLOY_TEAM,-1.75,-78.75,0,0,0,100.0
3,46,DEPLOY_TEAM,-1.75,-80.5,0,0,0,100.0
3,47,DEPLOY_TEAM,-1.75,-82.25,0,0,0,100.0
3,48,DEPLOY_TEAM,-1.75,-84.0,0,0,0,100.0
3,49,DEPLOY_TEAM,-1.75,-85.75,0,0,0,100.0
3,50,DEPLOY_TEAM,-1.75,-87.5,0,0,0,100.0
3,51,DEPLOY_TEAM,-1.75,-89.25,0,0,0,100.0
3,52,DEPLOY_TEAM,-1.75,-91.0,0,0,0,100.0
3,53,DEPLOY_TEAM,-1.75,-92.75,0,0,0,100.0
3,54,DEPLOY_TEAM,-1.75,-94.5,0,0,0,100.0
3,55,DEPLOY_TEAM,-1.75,-96.25,0,0,0,100.0
3,56,DEPLOY_TEAM,-1.75,-98.0,0,0,0,100.0
3,57,DEPLOY_TEAM,-1.75,-99.75,0,0,0,100.0
3,58,DEPLOY_TEAM,-1.75,-101.5,0,0,0,100.0
3,59,DEPLOY_TEAM,-1.75,-103.25,0,0,0,100.0
3,60,DEPLOY_TEAM,-1.75,-105.0,0,0,0,100.0
3,61,DEPLOY_TEAM,-1.75,-106.75,0,0,0,100.0
3,62,DEPLOY_TEAM,-1.75,-108.5,0,0,0,100.0
3,63,DEPLOY_TEAM,-1.75,-110.25,0,0,0,100.0
3,64,DEPLOY_TEAM,-1.75,-112.0,0,0,0,100.0
3,65,DEPLOY_TEAM,-1.75,-113.75,0,0,0,100.0
3,66,DEPLOY_TEAM,-1.75,-115.5,0,0,0,100.0
3,67,DEPLOY_TEAM,-1.75,-117.25,0,0,0,100.0
3,68,DEPLOY_TEAM,-1.75,-119.0,0,0,0,100.0
3,69,DEPLOY_TEAM,-1.75,-120.75,0,0,0,100.0
3,70,DEPLOY_TEAM,-1.75,-122.5,0,0,0,100.0
3,71,DEPLOY_TEAM,-1.75,-124.25,0,0,0,100.0
3,72,DEPLOY_TEAM,-1.75,-126.0,0,0,0,100.0
3,73,DEPLOY_TEAM,-1.75,-127.75,0,0,0,100.0
3,74,DEPLOY_TEAM,-1.75,-129.5,0,0,0,100.0
3,75,DEPLOY_TEAM,-1.75,-131.25,0,0,0,100.0
3,76,DEPLOY_TEAM,-1.75,-133.0,0,0,0,100.0
3,77,DEPLOY_TEAM,-1.75,-134.75,0,0,0,100.0
3,78,DEPLOY_TEAM,-1.75,-136.5,0,0,0,100.0
3,79,DEPLOY_TEAM,-1.75,-138.25,0,0,0,100.0
3,80,DEPLOY_TEAM,-1.75,-140.0,0,0,0,100.0
3,81,DEPLOY_TEAM,-1.75,-141.75,0,0,0,100.0
3,82,DEPLOY_TEAM,-1.75,-143.5,0,0,0,100.0
3,83,DEPLOY_TEAM,-1.75,-145.25,0,0,0,100.0
3,84,DEPLOY_TEAM,-1.75,-147.0,0,0,0,100.0
3,85,DEPLOY_TEAM,-1.75,-148.75,0,0,0,100.0
3,86,DEPLOY_TEAM,-1.75,-150.5,0,0,0,100.0
3,87,DEPLOY_TEAM,-1.75,-152.25,0,0,0,100.0
3,88,DEPLOY_TEAM,-1.75,-154.0,0,0,0,100.0
3,89,DEPLOY_TEAM,-1.75,-155.75,0,0,0,100.0
3,90,DEPLOY_TEAM,-1.75,-157.5,0,0,0,100.0
3,91,DEPLOY_TEAM,-1.75,-159.25,0,0,0,100.0
3,92,DEPLOY_TEAM,-1.75,-161.0,0,0,0,100.0
3,93,DEPLOY_TEAM,-1.75,-162.75,0,0,0,100.0
3,94,DEPLOY_TEAM,-1.75,-164.5,0,0,0,100.0
3,95,DEPLOY_TEAM,-1.75,-166.25,0,0,0,100.0
3,96,DEPLOY_TEAM,-1.75,-168.0,0,0,0,100.0
3,97,DEPLOY_TEAM,-1.75,-169.75,0,0,0,100.0
3,98,DEPLOY_TEAM,-1.75,-171.5,0,0,0,100.0
3,99,DEPLOY_TEAM,-1.75,-173.25,0,0,0,100.0
3,100,DEPLOY_TEAM,-1.75,-175.0,0,0,0,100.0
4,1,DEPLOY_TEAM,-1.75,-1.75,0,0,0,100.0
4,2,DEPLOY_TEAM,-1.75,-3.5,0,0,0,100.0
4,3,DEPLOY_TEAM,-1.75,-5.25,0,0,0,100.0
4,4,DEPLOY_TEAM,-1.75,-7.0,0,0,0,100.0
4,5,DEPLOY_TEAM,-1.75,-8.75,0,0,0,100.0
4,6,DEPLOY_TEAM,-1.75,-10.5,0,0,0,100.0
4,7,DEPLOY_TEAM,-1.75,-12.25,0,0,0,100.0
4,8,DEPLOY_TEAM,-1.75,-14.0,0,0,0,100.0
4,9,DEPLOY_TEAM,-1.75,-15.75,0,0,0,100.0
4,10,DEPLOY_TEAM,-2.7603534650359514,-18.51035346503595,10,1,0,100.0
4,11,DEPLOY_TEAM,-2.994230141893857,-21.50458360692981,17,0,0,100.0
4,12,DEPLOY_TEAM,-2.892230141893857,-24.396813748823668,17,0,0,100.0
4,13,DEPLOY_TEAM,-2.790230141893857,-27.187043890717526,17,0,0,100.0
4,14,DEPLOY_TEAM,-2.688230141893857,-29.875274032611383,17,0,0,100.0
4,15,DEPLOY_TEAM,-2.586230141893857,-32.46150417450524,17,0,0,100.0
4,16,DEPLOY_TEAM,-2.484230141893857,-34.9457343163991,17,0,0,100.0
4,17,DEPLOY_TEAM,-2.382230141893857,-37.32796445829295,17,0,0,100.0
4,18,DEPLOY_TEAM,-2.280353465035951,-39.608317923328904,17,0,0,100.0
4,19,DEPLOY_TEAM,-2.2203534650359513,-41.82867138836485,17,0,0,100.0
4,20,DEPLOY_TEAM,-2.160353465035951,-43.98902485340081,17,0,0,100.0
4,21,DEPLOY_TEAM,-2.100353465035951,-46.08937831843676,17,0,0,100.0
4,22,DEPLOY_TEAM,-2.040353465035951,-48.12973178347271,17,0,0,100.0
4,23,DEPLOY_TEAM,-1.9986177289118674,-50.128349512384574,17,0,0,100.0
4,24,DEPLOY_TEAM,-1.9926177289118674,-52.12096724129644,17,0,0,100.0
4,25,DEPLOY_TEAM,-1.9866177289118674,-54.10758497020831,17,0,0,100.0
4,26,DEPLOY_TEAM,-1.9806177289118674,-56.088202699120174,17,0,0,100.0
4,27,DEPLOY_TEAM,-1.9746177289118674,-58.06282042803204,17,0,0,100.0
4,28,DEPLOY_TEAM,-1.9686177289118674,-60.031438156943906,17,0,0,100.0
4,29,DEPLOY_TEAM,-1.9626177289118674,-61.99405588585577,17,0,0,100.0
4,30,DEPLOY_TEAM,-1.9566177289118674,-63.95067361476764,17,0,0,100.0
4,31,DEPLOY_TEAM,18.05,-45.90067361476764,16,0,1,100.0
4,32,DEPLOY_TEAM,-1.95,-47.85067361476764,9,0,7,100.0
4,33,DEPLOY_TEAM,-1.95,-49.800673614767646,9,0,0,100.0
4,34,DEPLOY_TEAM,-1.75,-51.550673614767646,0,0,9,100.0
4,35,DEPLOY_TEAM,-1.75,-53.300673614767646,0,0,0,100.0
4,36,DEPLOY_TEAM,-1.75,-55.050673614767646,0,0,0,100.0
4,37,DEPLOY_TEAM,-1.75,-56.800673614767646,0,0,0,100.0
4,38,DEPLOY_TEAM,-1.75,-58.550673614767646,0,0,0,100.0
4,39,DEPLOY_TEAM,-1.75,-60.300673614767646,0,0,0,100.0
4,40,DEPLOY_TEAM,-1.75,-62.050673614767646,0,0,0,100.0
4,41,DEPLOY_TEAM,-1.75,-63.800673614767646,0,0,0,100.0
4,42,DEPLOY_TEAM,-1.75,-65.55067361476765,0,0,0,100.0
4,43,DEPLOY_TEAM,-1.75,-67.30067361476765,0,0,0,100.0
4,44,DEPLOY_TEAM,-1.75,-69.05067361476765,0,0,0,100.0
4,45,DEPLOY_TEAM,-1.75,-70.80067361476765,0,0,0,100.0
