timestamp,algorithm,reward_variant,experiment_name,total_timesteps,n_envs,house_type,max_steps,incident_probability,resource_budget,enable_spread,mean_reward,std_reward,min_reward,max_reward,mean_steps,std_steps,mean_incidents,std_incidents,min_incidents,max_incidents,mean_active_end,mean_resources_used,model_path
2026-05-12T11:09:32,PPO,resolution_focused,PPO_resolution_focused,100000,4,16,100,1.0,100.0,True,-177.3139754605681,2.592804400748507,-180.48645838441448,-175.0,100.0,0.0,0.8,0.7483314773547883,0,2,0.0,30.00000000000005,./models/PPO_resolution_focused/PPO_incident_model.zip
