timestamp,algorithm,reward_variant,experiment_name,total_timesteps,n_envs,house_type,max_steps,incident_probability,resource_budget,enable_spread,mean_reward,std_reward,min_reward,max_reward,mean_steps,std_steps,model_path
2026-05-10T00:04:17,PPO,baseline,PPO_baseline,100000,4,16,100,0.03,100.0,True,73.43397277635877,6.3320544472825295,60.76986388179371,76.60000000000004,100.0,0.0,./models/PPO_baseline/PPO_incident_model.zip
