timestamp,algorithm,reward_variant,experiment_name,total_timesteps,n_envs,house_type,max_steps,incident_probability,resource_budget,enable_spread,mean_reward,std_reward,min_reward,max_reward,mean_steps,std_steps,model_path
2026-05-10T13:06:23,PPO,balanced,PPO_balanced,100000,4,16,100,0.03,100.0,True,72.78585752397424,7.628284952051596,57.52928761987105,76.60000000000004,100.0,0.0,./models/PPO_balanced/PPO_incident_model.zip
timestamp,algorithm,reward_variant,experiment_name,total_timesteps,n_envs,house_type,max_steps,incident_probability,resource_budget,enable_spread,mean_reward,std_reward,min_reward,max_reward,mean_steps,std_steps,mean_incidents,std_incidents,min_incidents,max_incidents,mean_active_end,mean_resources_used,model_path
2026-05-10T13:19:34,PPO,balanced,PPO_balanced,100000,4,16,100,0.03,100.0,True,66.90876666960067,11.874843774039267,51.79765745232172,76.60000000000004,100.0,0.0,0.4,0.48989794855663565,0,1,0.0,125.0,./models/PPO_balanced/PPO_incident_model.zip
timestamp,algorithm,reward_variant,experiment_name,total_timesteps,n_envs,house_type,max_steps,incident_probability,resource_budget,enable_spread,mean_reward,std_reward,min_reward,max_reward,mean_steps,std_steps,mean_incidents,std_incidents,min_incidents,max_incidents,mean_active_end,mean_resources_used,model_path
2026-05-10T13:56:24,PPO,balanced,PPO_balanced,100000,4,16,100,0.03,100.0,True,76.60000000000004,0.0,76.60000000000004,76.60000000000004,100.0,0.0,0.0,0.0,0,0,0.0,125.0,./models/PPO_balanced/PPO_incident_model.zip
